Measurement date,Station code,Address Number,Street,Space,Region,City,Country,Latitude,Longitude,SO2,NO2,O3,CO,PM10,PM2.5
2019-12-01T00:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.039,0.009000000000000001,0.6,33,25
2019-12-01T01:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.034,0.012,0.5,29,22
2019-12-01T02:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.03,0.013,0.5,25,18
2019-12-01T03:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.039,0.006,0.6,24,17
2019-12-01T04:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.049,0.002,0.8,28,25
2019-12-01T05:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.05,0.002,0.8,35,27
2019-12-01T06:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.05,0.002,0.8,36,27
2019-12-01T07:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.005,0.048,0.002,0.8,34,28
2019-12-01T08:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.049,0.002,0.8,39,32
2019-12-01T09:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.05,0.002,1,41,31
2019-12-01T10:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.05,0.004,0.9,42,33
2019-12-01T11:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.049,0.005,0.9,45,37
2019-12-01T12:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.048,0.005,0.9,51,40
2019-12-01T13:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.048,0.004,0.8,52,45
2019-12-01T14:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.05,0.003,0.9,53,46
2019-12-02T03:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.008,0.022,0.4,25,19
2019-12-02T04:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.009000000000000001,0.021,0.4,21,15
2019-12-02T05:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.015,0.018000000000000002,0.4,21,14
2019-12-02T06:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.002,0.022,0.013,0.5,18,13
2019-12-02T07:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.031,0.006999999999999999,0.5,20,13
2019-12-02T08:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.027000000000000003,0.011,0.5,19,13
2019-12-02T09:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.022,0.016,0.4,22,13
2019-12-02T10:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.016,0.021,0.4,24,15
2019-12-02T11:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.015,0.022,0.4,20,11
2019-12-02T12:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.013,0.024,0.4,18,10
2019-12-02T13:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.014,0.025,0.4,23,15
2019-12-02T14:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.005,0.014,0.024,0.5,28,23
2019-12-02T15:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.005,0.017,0.02,0.5,29,20
2019-12-02T16:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.017,0.02,0.4,26,19
2019-12-02T17:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.019,0.019,0.5,14,10
2019-12-02T18:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.016,0.019,0.5,12,9
2019-12-02T19:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.014,0.021,0.4,12,9
2019-12-02T20:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.014,0.021,0.4,14,8
2019-12-02T21:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.016,0.019,0.4,11,8
2019-12-02T22:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.017,0.017,0.4,15,7
2019-12-02T23:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.021,0.014,0.4,15,9
2019-12-03T00:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.011,0.02,0.4,16,9
2019-12-03T01:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.011,0.02,0.3,15,9
2019-12-03T02:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.011,0.02,0.4,13,9
2019-12-03T03:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.019,0.015,0.4,13,8
2019-12-03T04:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.034,0.006,0.5,16,10
2019-12-03T05:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.04,0.002,0.6,17,12
2019-12-03T06:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.043,0.002,0.7,20,15
2019-12-03T07:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.048,0.002,0.8,21,14
2019-12-03T08:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.044,0.003,0.8,24,12
2019-12-03T09:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.042,0.004,0.7,27,16
2019-12-03T10:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.043,0.003,0.7,28,21
2019-12-03T11:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.042,0.004,0.7,27,18
2019-12-03T12:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.005,0.046,0.004,0.8,32,21
2019-12-03T13:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.043,0.005,0.7,31,22
2019-12-03T14:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.043,0.005,0.7,36,26
2019-12-03T15:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.037000000000000005,0.009000000000000001,0.5,32,22
2019-12-03T16:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.039,0.008,0.5,31,18
2019-12-03T17:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.051,0.002,0.8,39,23
2019-12-03T18:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.05,0.002,0.7,44,31
2019-12-03T19:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.047,0.002,0.6,34,25
2019-12-03T20:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.047,0.002,0.6,33,25
2019-12-03T21:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.046,0.002,0.7,33,23
2019-12-03T22:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.044,0.002,0.7,30,22
2019-12-03T23:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.043,0.003,0.6,29,21
2019-12-04T00:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.024,0.013,0.5,27,19
2019-12-04T01:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.016,0.018000000000000002,0.5,25,14
2019-12-04T02:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.018000000000000002,0.016,0.5,23,15
2019-12-04T03:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.03,0.008,0.5,21,14
2019-12-04T04:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.034,0.006,0.6,20,11
2019-12-04T05:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.035,0.006,0.6,19,14
2019-12-04T06:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.04,0.002,0.7,24,15
2019-12-04T07:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.042,0.002,0.7,23,15
2019-12-04T08:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.043,0.004,0.8,25,16
2019-12-04T09:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.035,0.008,0.6,22,14
2019-12-04T10:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.036000000000000004,0.009000000000000001,0.7,26,17
2019-12-04T11:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.019,0.019,0.5,27,16
2019-12-04T12:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.023,0.018000000000000002,0.5,22,12
2019-12-04T13:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.028,0.015,0.5,29,16
2019-12-04T14:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.034,0.013,0.5,31,21
2019-12-04T15:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.044,0.008,0.6,34,23
2019-12-04T16:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.005,0.05,0.005,0.6,43,30
2019-12-04T17:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.005,0.041,0.006999999999999999,0.5,35,22
2019-12-04T18:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.042,0.006999999999999999,0.6,35,23
2019-12-04T19:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.043,0.006,0.6,35,27
2019-12-04T20:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.038,0.006999999999999999,0.6,30,24
2019-12-04T21:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.028,0.012,0.5,27,20
2019-12-04T22:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.015,0.019,0.5,30,20
2019-12-04T23:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.016,0.019,0.5,27,19
2019-12-05T00:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.018000000000000002,0.016,0.5,26,18
2019-12-05T01:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.011,0.019,0.5,27,19
2019-12-05T02:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.008,0.024,0.3,21,14
2019-12-05T03:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.008,0.023,0.4,16,12
2019-12-05T04:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.01,0.019,0.4,20,18
2019-12-05T05:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.012,0.018000000000000002,0.4,20,15
2019-12-05T06:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.017,0.015,0.4,19,11
2019-12-05T07:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.022,0.011,0.4,16,13
2019-12-05T08:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.02,0.012,0.4,18,13
2019-12-05T09:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.016,0.016,0.4,18,9
2019-12-05T10:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.014,0.018000000000000002,0.4,17,10
2019-12-05T11:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.002,0.015,0.018000000000000002,0.4,16,10
2019-12-05T12:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.012,0.022,0.4,18,12
2019-12-05T13:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.012,0.022,0.4,16,10
2019-12-05T14:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.014,0.021,0.3,15,9
2019-12-05T15:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.015,0.02,0.4,18,11
2019-12-05T16:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.002,0.015,0.019,0.4,21,11
2019-12-05T17:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.016,0.016,0.4,20,10
2019-12-05T18:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.002,0.015,0.015,0.4,17,8
2019-12-05T19:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.017,0.013,0.5,20,14
2019-12-05T20:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.016,0.013,0.4,24,18
2019-12-05T21:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.002,0.014,0.013,0.4,24,16
2019-12-05T22:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.015,0.013,0.4,26,17
2019-12-05T23:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.013,0.013,0.4,26,17
2019-12-06T00:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.013,0.013,0.4,26,15
2019-12-06T01:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.012,0.014,0.4,27,16
2019-12-06T02:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.014,0.012,0.4,30,17
2019-12-06T03:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.015,0.011,0.4,26,16
2019-12-06T04:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.02,0.008,0.5,26,17
2019-12-06T05:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.028,0.004,0.6,29,18
2019-12-06T06:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.033,0.002,0.6,30,21
2019-12-06T07:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.034,0.002,0.7,29,20
2019-12-06T08:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.035,0.003,0.8,31,20
2019-12-06T09:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.032,0.005,0.7,31,20
2019-12-06T10:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.034,0.006,0.7,38,25
2019-12-06T11:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.032,0.008,0.6,36,26
2019-12-06T12:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.023,0.013,0.5,27,18
2019-12-06T13:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.022,0.014,0.5,26,20
2019-12-06T14:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.027000000000000003,0.012,0.5,29,22
2019-12-06T15:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.027000000000000003,0.012,0.5,29,22
2019-12-06T16:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.027000000000000003,0.012,0.4,26,18
2019-12-06T17:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.029,0.01,0.5,26,20
2019-12-06T18:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.031,0.01,0.5,25,19
2019-12-06T19:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.032,0.008,0.6,27,21
2019-12-06T20:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.04,0.004,0.6,28,21
2019-12-06T21:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.036000000000000004,0.005,0.6,28,21
2019-12-06T22:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.039,0.004,0.6,27,22
2019-12-06T23:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.043,0.002,0.7,28,22
2019-12-07T00:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.046,0.002,0.7,32,25
2019-12-07T01:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.049,0.002,0.8,31,24
2019-12-07T02:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.051,0.002,1.2,43,35
2019-12-07T03:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.048,0.002,0.9,37,29
2019-12-07T04:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.048,0.001,0.9,34,26
2019-12-07T05:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.048,0.002,0.8,31,25
2019-12-07T06:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.048,0.002,0.8,33,25
2019-12-07T07:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.047,0.002,0.9,33,26
2019-12-07T08:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.048,0.002,0.9,37,29
2019-12-07T09:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.045,0.002,0.8,37,29
2019-12-07T10:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.046,0.003,0.9,41,33
2019-12-07T11:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.044,0.002,0.8,43,32
2019-12-07T12:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.043,0.003,0.8,45,36
2019-12-07T13:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.046,0.004,1,47,39
2019-12-07T14:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.048,0.003,0.9,53,43
2019-12-07T15:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.049,0.004,1,55,44
2019-12-07T16:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.055,0.002,1.1,65,53
2019-12-07T17:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.056,0.002,1.2,65,53
2019-12-07T18:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.057,0.002,1.2,61,49
2019-12-07T19:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.061,0.001,1.3,62,51
2019-12-07T20:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.062,0.002,1.4,67,58
2019-12-07T21:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.059,0.001,1.4,65,56
2019-12-07T22:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.054000000000000006,0.001,1.2,63,55
2019-12-07T23:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.05,0.002,1.1,60,51
2019-12-08T00:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.003,0.058,0.002,1.4,60,50
2019-12-08T01:00:00Z,101,19, Jong-ro 35ga-gil,,Jongno-gu, Seoul, Republic of Korea,37.5720164,127.0050075,0.004,0.058,0.001,1.6,63,55
